age,fare,age_standardized,fare_standardized
33.0,15.85,0.2837787722445368,-0.3269114033142364
16.0,34.375,-1.0254309806827155,0.045843733079444095
28.0,8.05,-0.10128291979289035,-0.48386093442736505
23.0,263.0,-0.4863446118303175,4.646175342148551
24.0,8.05,-0.40933227342283207,-0.48386093442736505
29.0,8.05,-0.024270581385404912,-0.48386093442736505
20.0,7.8542,-0.7173816270527738,-0.48780077009299977
46.0,61.175,1.2849391715418474,0.5851062245963475
26.0,20.575,-0.25530759660786123,-0.23183620658224505
59.0,7.25,2.286099570839158,-0.4999583222338398
28.0,8.05,-0.10128291979289035,-0.48386093442736505
71.0,34.6542,3.2102476317289836,0.05146172142390384
23.0,63.3583,-0.4863446118303175,0.6290380080936929
34.0,23.0,0.36079111065202224,-0.18304099979386848
34.0,26.0,0.36079111065202224,-0.12267579551958825
28.0,7.8958,-0.10128291979289035,-0.486963705927063
28.0,7.8958,-0.10128291979289035,-0.486963705927063
21.0,77.2875,-0.6403692886452884,0.9093176758861277
33.0,8.6542,0.2837787722445368,-0.47170338228652503
37.0,7.925,0.5918281258744785,-0.4863761512721267
28.0,7.8958,-0.10128291979289035,-0.486963705927063
21.0,7.65,-0.6403692886452884,-0.4919096283306024
28.0,7.775,-0.10128291979289035,-0.4893944114858408
38.0,7.8958,0.668840464281964,-0.486963705927063
28.0,24.15,-0.10128291979289035,-0.1599010048220611
47.0,52.0,1.361951509949333,0.40048930819084055
14.5,14.4542,-1.1409494882939437,-0.3549973206895832
22.0,8.05,-0.563356950237803,-0.48386093442736505
20.0,9.825,-0.7173816270527738,-0.44814485523174924
17.0,14.4583,-0.9484186422752301,-0.354914821577075
21.0,7.925,-0.6403692886452884,-0.4863761512721267
70.5,7.75,3.1717414625252407,-0.4898974548547931
29.0,21.0,-0.024270581385404912,-0.22328446931005533
24.0,247.5208,-0.40933227342283207,4.334706985481072
2.0,31.275,-2.1036037183875114,-0.016533644670645515
21.0,73.5,-0.6403692886452884,0.8331066054898489
28.0,8.05,-0.10128291979289035,-0.48386093442736505
32.5,30.0708,0.2452726030407941,-0.04076423766634161
32.5,13.0,0.2452726030407941,-0.38425834737480263
54.0,77.2875,1.9010378788017308,0.9093176758861277
12.0,11.2417,-1.3334803343126573,-0.41963839359995825
28.0,7.75,-0.10128291979289035,-0.4898974548547931
24.0,7.1417,-0.40933227342283207,-0.5021375061081413
28.0,22.3583,-0.10128291979289035,-0.19595311698813705
45.0,6.975,1.207926833134362,-0.5054917992923155
33.0,7.8958,0.2837787722445368,-0.486963705927063
20.0,7.05,-0.7173816270527738,-0.5039826691854584
47.0,14.5,1.361951509949333,-0.3540757452376625
29.0,26.0,-0.024270581385404912,-0.12267579551958825
25.0,13.0,-0.3323199350153466,-0.38425834737480263
23.0,15.0458,-0.4863446118303175,-0.3430933024066951
19.0,26.2833,-0.7943939654602592,-0.11697530806262038
37.0,53.1,0.5918281258744785,0.4226232164247433
16.0,9.2167,-1.0254309806827155,-0.46038490648509744
24.0,79.2,-0.40933227342283207,0.9478004936109815
28.0,15.2458,-0.10128291979289035,-0.3390689554550765
22.0,7.75,-0.563356950237803,-0.4898974548547931
24.0,15.85,-0.40933227342283207,-0.3269114033142364
19.0,6.75,-0.7943939654602592,-0.5100191896128865
18.0,11.5,-0.8714063038677446,-0.41444094951194277
19.0,36.75,-0.7943939654602592,0.09363285312991595
27.0,7.7958,-0.17829525820037578,-0.4889758794028724
9.0,34.375,-1.5645173495351135,0.045843733079444095
36.5,26.0,0.5533219566707358,-0.12267579551958825
42.0,13.0,0.9768898179119057,-0.38425834737480263
51.0,12.525,1.6700008635792747,-0.39381617138489705
22.0,66.6,-0.563356950237803,0.6942666356590043
55.5,8.05,2.016556386412959,-0.48386093442736505
40.5,14.5,0.8613713103006776,-0.3540757452376625
28.0,7.3125,-0.10128291979289035,-0.4987007138114589
51.0,61.3792,1.6700008635792747,0.5892150828339502
16.0,7.7333,-1.0254309806827155,-0.4902334878252532
30.0,8.05,0.05274175702208052,-0.48386093442736505
28.0,8.6625,-0.10128291979289035,-0.4715363718880328
28.0,69.55,-0.10128291979289035,0.7536257531953799
44.0,16.1,1.1309144947268766,-0.321880969624713
40.0,15.75,0.8228651410969349,-0.32892357679004575
26.0,7.775,-0.25530759660786123,-0.4893944114858408
17.0,8.6625,-0.9484186422752301,-0.4715363718880328
1.0,39.6875,-2.180616056794997,0.15274044898181535
9.0,20.525,-1.5645173495351135,-0.23284229332014972
28.0,55.0,-0.10128291979289035,0.46085451246512077
45.0,27.9,1.207926833134362,-0.08444449947921079
28.0,25.925,-0.10128291979289035,-0.12418492562644524
28.0,56.4958,-0.10128291979289035,0.49095260331627694
61.0,33.5,2.4401242476541287,0.02823721516611236
4.0,29.125,-1.9495790415725407,-0.05979537440054633
1.0,11.1333,-2.180616056794997,-0.42181958964773564
21.0,7.925,-0.6403692886452884,-0.4863761512721267
56.0,30.6958,2.055062555616702,-0.028188153442533226
18.0,7.8542,-0.8714063038677446,-0.48780077009299977
28.0,25.4667,-0.10128291979289035,-0.13340671666607948
50.0,28.7125,1.5929885251717892,-0.06809558998825989
30.0,13.0,0.05274175702208052,-0.38425834737480263
36.0,0.0,0.5148157874669931,-0.6458408992300171
28.0,69.55,-0.10128291979289035,0.7536257531953799
28.0,15.05,-0.10128291979289035,-0.34300879112071114
9.0,31.3875,-1.5645173495351135,-0.014269949510359993
1.0,39.0,-2.180616056794997,0.13890675633562613
4.0,22.025,-1.9495790415725407,-0.2026596911830096
28.0,50.0,-0.10128291979289035,0.3602458386746537
28.0,15.5,-0.10128291979289035,-0.33395401047956913
45.0,26.55,1.207926833134362,-0.11160884140263685
40.0,15.5,0.8228651410969349,-0.33395401047956913
36.0,7.8958,0.5148157874669931,-0.486963705927063
32.0,13.0,0.20676643383705137,-0.38425834737480263
19.0,13.0,-0.7943939654602592,-0.38425834737480263
19.0,7.8542,-0.7943939654602592,-0.48780077009299977
3.0,26.0,-2.026591379980026,-0.12267579551958825
44.0,27.7208,1.1309144947268766,-0.08805031434786109
58.0,146.5208,2.209087232431673,2.3024117749136366
28.0,7.75,-0.10128291979289035,-0.4898974548547931
42.0,8.4042,0.9768898179119057,-0.47673381597604836
28.0,7.75,-0.10128291979289035,-0.4898974548547931
24.0,13.0,-0.40933227342283207,-0.38425834737480263
28.0,9.5,-0.10128291979289035,-0.4546844190281296
28.0,69.55,-0.10128291979289035,0.7536257531953799
34.0,6.4958,0.36079111065202224,-0.5151341345883939
45.5,7.225,1.2464330023381047,-0.5004613656027921
18.0,8.05,-0.8714063038677446,-0.48386093442736505
2.0,10.4625,-2.1036037183875114,-0.4353172493234647
32.0,15.85,0.20676643383705137,-0.3269114033142364
26.0,18.7875,-0.25530759660786123,-0.26780380746233695
16.0,7.75,-1.0254309806827155,-0.4898974548547931
40.0,31.0,0.8228651410969349,-0.022067121729121175
24.0,7.05,-0.40933227342283207,-0.5039826691854584
35.0,21.0,0.4378034490595077,-0.22328446931005533
22.0,7.25,-0.563356950237803,-0.4999583222338398
30.0,13.0,0.05274175702208052,-0.38425834737480263
28.0,7.75,-0.10128291979289035,-0.4898974548547931
31.0,113.275,0.12975409542956595,1.6334486054930144
27.0,7.925,-0.17829525820037578,-0.4863761512721267
42.0,27.0,0.9768898179119057,-0.10255406076149484
32.0,76.2917,0.20676643383705137,0.8892804524140184
30.0,10.5,0.05274175702208052,-0.4345626842700362
16.0,8.05,-1.0254309806827155,-0.48386093442736505
27.0,13.0,-0.17829525820037578,-0.38425834737480263
51.0,8.05,1.6700008635792747,-0.48386093442736505
28.0,7.8958,-0.10128291979289035,-0.486963705927063
38.0,90.0,0.668840464281964,1.1651152289983904
22.0,9.35,-0.563356950237803,-0.4577026792418436
19.0,10.5,-0.7943939654602592,-0.4345626842700362
20.5,7.25,-0.678875457849031,-0.4999583222338398
18.0,13.0,-0.8714063038677446,-0.38425834737480263
28.0,25.4667,-0.10128291979289035,-0.13340671666607948
35.0,83.475,0.4378034490595077,1.0338209097018307
29.0,7.775,-0.024270581385404912,-0.4893944114858408
59.0,13.5,2.286099570839158,-0.3741974799957559
5.0,31.3875,-1.8725667031650552,-0.014269949510359993
24.0,10.5,-0.40933227342283207,-0.4345626842700362
28.0,7.55,-0.10128291979289035,-0.49392180180641176
44.0,26.0,1.1309144947268766,-0.12267579551958825
8.0,26.25,-1.641529687942599,-0.1176453618300649
19.0,10.5,-0.7943939654602592,-0.4345626842700362
33.0,12.275,0.2837787722445368,-0.3988466050744204
28.0,14.4542,-0.10128291979289035,-0.3549973206895832
28.0,15.5,-0.10128291979289035,-0.33395401047956913
29.0,10.5,-0.024270581385404912,-0.4345626842700362
22.0,7.125,-0.563356950237803,-0.5024735390786015
30.0,7.225,0.05274175702208052,-0.5004613656027921
44.0,90.0,1.1309144947268766,1.1651152289983904
25.0,7.775,-0.3323199350153466,-0.4893944114858408
24.0,14.5,-0.40933227342283207,-0.3540757452376625
37.0,52.5542,0.5918281258744785,0.41164077359377593
54.0,26.0,1.9010378788017308,-0.12267579551958825
28.0,7.25,-0.10128291979289035,-0.4999583222338398
29.0,10.4625,-0.024270581385404912,-0.4353172493234647
62.0,26.55,2.5171365860616146,-0.11160884140263685
30.0,16.1,0.05274175702208052,-0.321880969624713
41.0,20.2125,0.8998774795044203,-0.23913033543205392
29.0,15.2458,-0.024270581385404912,-0.3390689554550765
28.0,79.2,-0.10128291979289035,0.9478004936109815
30.0,86.5,0.05274175702208052,1.0946891573450634
35.0,512.3292,0.4378034490595077,9.663111371996175
50.0,26.0,1.5929885251717892,-0.12267579551958825
28.0,7.75,-0.10128291979289035,-0.4898974548547931
3.0,31.3875,-2.026591379980026,-0.014269949510359993
52.0,79.65,1.74701320198676,0.9568552742521236
40.0,0.0,0.8228651410969349,-0.6458408992300171
28.0,7.75,-0.10128291979289035,-0.4898974548547931
36.0,10.5,0.5148157874669931,-0.4345626842700362
16.0,39.6875,-1.0254309806827155,0.15274044898181535
25.0,7.775,-0.3323199350153466,-0.4893944114858408
58.0,153.4625,2.209087232431673,2.4420908210838936
35.0,135.6333,0.4378034490595077,2.083336387734894
28.0,31.0,-0.10128291979289035,-0.022067121729121175
25.0,0.0,-0.3323199350153466,-0.6458408992300171
41.0,19.5,0.8998774795044203,-0.25346707144719544
37.0,29.7,0.5918281258744785,-0.04822537691464263
28.0,7.75,-0.10128291979289035,-0.4898974548547931
63.0,77.9583,2.5941489244691,0.9228153355618567
45.0,7.75,1.207926833134362,-0.4898974548547931
28.0,0.0,-0.10128291979289035,-0.6458408992300171
7.0,29.125,-1.7185420263500844,-0.05979537440054633
35.0,20.25,0.4378034490595077,-0.2383757703786254
65.0,7.75,2.748173601284071,-0.4898974548547931
28.0,7.8542,-0.10128291979289035,-0.48780077009299977
16.0,9.5,-1.0254309806827155,-0.4546844190281296
19.0,8.05,-0.7943939654602592,-0.48386093442736505
28.0,26.0,-0.10128291979289035,-0.12267579551958825
33.0,8.6625,0.2837787722445368,-0.4715363718880328
30.0,9.5,0.05274175702208052,-0.4546844190281296
22.0,7.8958,-0.563356950237803,-0.486963705927063
42.0,13.0,0.9768898179119057,-0.38425834737480263
22.0,7.75,-0.563356950237803,-0.4898974548547931
26.0,78.85,-0.25530759660786123,0.9407578864456486
19.0,91.0792,-0.7943939654602592,1.1868306051493247
36.0,12.875,0.5148157874669931,-0.3867735642195643
24.0,8.85,-0.40933227342283207,-0.46776354662089026
24.0,7.8958,-0.40933227342283207,-0.486963705927063
28.0,27.7208,-0.10128291979289035,-0.08805031434786109
23.5,7.2292,-0.4478384426265748,-0.5003768543168081
2.0,151.55,-2.1036037183875114,2.40360800335904
28.0,30.5,-0.10128291979289035,-0.03212798910816789
50.0,247.5208,1.5929885251717892,4.334706985481072
28.0,7.75,-0.10128291979289035,-0.4898974548547931
28.0,23.25,-0.10128291979289035,-0.17801056610434515
19.0,0.0,-0.7943939654602592,-0.6458408992300171
28.0,12.35,-0.10128291979289035,-0.39733747496756333
28.0,8.05,-0.10128291979289035,-0.48386093442736505
0.92,151.55,-2.1867770438675955,2.40360800335904
28.0,110.8833,-0.10128291979289035,1.5853234524720827
17.0,108.9,-0.9484186422752301,1.5454160159263557
30.0,24.0,0.05274175702208052,-0.16291926503577508
30.0,56.9292,0.05274175702208052,0.49967336316043465
24.0,83.1583,-0.40933227342283207,1.0274483563039425
18.0,262.375,-0.8714063038677446,4.633599257924742
26.0,26.0,-0.25530759660786123,-0.12267579551958825
28.0,7.8958,-0.10128291979289035,-0.486963705927063
43.0,26.25,1.053902156319391,-0.1176453618300649
26.0,7.8542,-0.25530759660786123,-0.48780077009299977
24.0,26.0,-0.40933227342283207,-0.12267579551958825
54.0,14.0,1.9010378788017308,-0.3641366126167092
31.0,164.8667,0.12975409542956595,2.6715631086121427
40.0,134.5,0.8228651410969349,2.060532425733547
22.0,7.25,-0.563356950237803,-0.4999583222338398
27.0,7.8958,-0.17829525820037578,-0.486963705927063
30.0,12.35,0.05274175702208052,-0.39733747496756333
22.0,29.0,-0.563356950237803,-0.06231059124530801
28.0,69.55,-0.10128291979289035,0.7536257531953799
36.0,135.6333,0.5148157874669931,2.083336387734894
61.0,6.2375,2.4401242476541287,-0.5203315786764093
36.0,13.0,0.5148157874669931,-0.38425834737480263
31.0,20.525,0.12975409542956595,-0.23284229332014972
16.0,57.9792,-1.0254309806827155,0.5208011846564327
28.0,23.25,-0.10128291979289035,-0.17801056610434515
45.5,28.5,1.2464330023381047,-0.0723714586243547
38.0,153.4625,0.668840464281964,2.4420908210838936
16.0,18.0,-1.0254309806827155,-0.28364967358433557
28.0,133.65,-0.10128291979289035,2.043428951189168
28.0,7.8958,-0.10128291979289035,-0.486963705927063
29.0,66.6,-0.024270581385404912,0.6942666356590043
41.0,134.5,0.8998774795044203,2.060532425733547
45.0,8.05,1.207926833134362,-0.48386093442736505
45.0,35.5,1.207926833134362,0.06848068468229919
2.0,26.0,-2.1036037183875114,-0.12267579551958825
24.0,263.0,-0.40933227342283207,4.646175342148551
28.0,13.0,-0.10128291979289035,-0.38425834737480263
25.0,13.0,-0.3323199350153466,-0.38425834737480263
36.0,13.0,0.5148157874669931,-0.38425834737480263
24.0,13.0,-0.40933227342283207,-0.38425834737480263
40.0,13.0,0.8228651410969349,-0.38425834737480263
28.0,16.1,-0.10128291979289035,-0.321880969624713
3.0,15.9,-2.026591379980026,-0.32590531657633176
42.0,8.6625,0.9768898179119057,-0.4715363718880328
23.0,9.225,-0.4863446118303175,-0.46021789608660524
28.0,35.0,-0.10128291979289035,0.058419817303252485
15.0,7.2292,-1.102443319090201,-0.5003768543168081
25.0,17.8,-0.3323199350153466,-0.28767402053595426
28.0,7.225,-0.10128291979289035,-0.5004613656027921
28.0,9.5,-0.10128291979289035,-0.4546844190281296
22.0,55.0,-0.563356950237803,0.46085451246512077
38.0,13.0,0.668840464281964,-0.38425834737480263
28.0,7.8792,-0.10128291979289035,-0.48729772672404736
28.0,7.8792,-0.10128291979289035,-0.48729772672404736
40.0,27.9,0.8228651410969349,-0.08444449947921079
29.0,27.7208,-0.024270581385404912,-0.08805031434786109
45.0,14.4542,1.207926833134362,-0.3549973206895832
35.0,7.05,0.4378034490595077,-0.5039826691854584
28.0,15.5,-0.10128291979289035,-0.33395401047956913
30.0,7.25,0.05274175702208052,-0.4999583222338398
60.0,75.25,2.3631119092466433,0.8683196413165124
28.0,7.2292,-0.10128291979289035,-0.5003768543168081
28.0,7.75,-0.10128291979289035,-0.4898974548547931
24.0,69.3,-0.40933227342283207,0.7485953195058566
25.0,55.4417,-0.3323199350153466,0.4697422827077706
18.0,6.4958,-0.8714063038677446,-0.5151341345883939
19.0,8.05,-0.7943939654602592,-0.48386093442736505
22.0,135.6333,-0.563356950237803,2.083336387734894
3.0,21.075,-2.026591379980026,-0.22177533920319834
28.0,82.1708,-0.10128291979289035,1.0075781432303252
22.0,7.25,-0.563356950237803,-0.4999583222338398
27.0,211.5,-0.17829525820037578,3.60990600210674
20.0,4.0125,-0.7173816270527738,-0.5651024385131672
19.0,7.775,-0.7943939654602592,-0.4893944114858408
42.0,227.525,0.9768898179119057,3.932356801605187
1.0,15.7417,-2.180616056794997,-0.3290905871885379
32.0,7.925,0.20676643383705137,-0.4863761512721267
35.0,52.0,0.4378034490595077,0.40048930819084055
28.0,7.8958,-0.10128291979289035,-0.486963705927063
18.0,73.5,-0.8714063038677446,0.8331066054898489
1.0,46.9,-2.180616056794997,0.2978684609245641
36.0,13.0,0.5148157874669931,-0.38425834737480263
28.0,7.7292,-0.10128291979289035,-0.49031598693776146
17.0,12.0,-0.9484186422752301,-0.40438008213289606
36.0,120.0,0.5148157874669931,1.7687672717411926
21.0,7.7958,-0.6403692886452884,-0.4889758794028724
28.0,7.925,-0.10128291979289035,-0.4863761512721267
23.0,113.275,-0.4863446118303175,1.6334486054930144
24.0,16.7,-0.40933227342283207,-0.309807928769857
22.0,7.7958,-0.563356950237803,-0.4889758794028724
31.0,7.8542,0.12975409542956595,-0.48780077009299977
46.0,26.0,1.2849391715418474,-0.12267579551958825
23.0,10.5,-0.4863446118303175,-0.4345626842700362
28.0,12.65,-0.10128291979289035,-0.39130095454013536
39.0,7.925,0.7458528026894494,-0.4863761512721267
26.0,8.05,-0.25530759660786123,-0.48386093442736505
21.0,9.825,-0.6403692886452884,-0.44814485523174924
28.0,15.85,-0.10128291979289035,-0.3269114033142364
20.0,8.6625,-0.7173816270527738,-0.4715363718880328
34.0,21.0,0.36079111065202224,-0.22328446931005533
51.0,7.75,1.6700008635792747,-0.4898974548547931
3.0,18.75,-2.026591379980026,-0.26855837251576553
21.0,7.775,-0.6403692886452884,-0.4893944114858408
28.0,25.4667,-0.10128291979289035,-0.13340671666607948
28.0,7.8958,-0.10128291979289035,-0.486963705927063
28.0,6.8583,-0.10128291979289035,-0.507840005738585
33.0,90.0,0.2837787722445368,1.1651152289983904
28.0,0.0,-0.10128291979289035,-0.6458408992300171
44.0,7.925,1.1309144947268766,-0.4863761512721267
28.0,8.05,-0.10128291979289035,-0.48386093442736505
34.0,32.5,0.36079111065202224,0.008115480408018946
18.0,13.0,-0.8714063038677446,-0.38425834737480263
30.0,13.0,0.05274175702208052,-0.38425834737480263
10.0,24.15,-1.487505011127628,-0.1599010048220611
28.0,7.8958,-0.10128291979289035,-0.486963705927063
21.0,7.7333,-0.6403692886452884,-0.4902334878252532
29.0,7.875,-0.024270581385404912,-0.4873822380100314
28.0,14.4,-0.10128291979289035,-0.3560879187134719
18.0,20.2125,-0.8714063038677446,-0.23913033543205392
28.0,7.25,-0.10128291979289035,-0.4999583222338398
28.0,26.0,-0.10128291979289035,-0.12267579551958825
19.0,26.0,-0.7943939654602592,-0.12267579551958825
28.0,7.75,-0.10128291979289035,-0.4898974548547931
32.0,8.05,0.20676643383705137,-0.48386093442736505
28.0,26.55,-0.10128291979289035,-0.11160884140263685
28.0,16.1,-0.10128291979289035,-0.321880969624713
42.0,26.0,0.9768898179119057,-0.12267579551958825
17.0,7.125,-0.9484186422752301,-0.5024735390786015
50.0,55.9,1.5929885251717892,0.4789640737474048
14.0,120.0,-1.1794556574976864,1.7687672717411926
21.0,34.375,-0.6403692886452884,0.045843733079444095
24.0,18.75,-0.40933227342283207,-0.26855837251576553
64.0,263.0,2.6711612628765855,4.646175342148551
31.0,10.5,0.12975409542956595,-0.4345626842700362
45.0,26.25,1.207926833134362,-0.1176453618300649
20.0,9.5,-0.7173816270527738,-0.4546844190281296
25.0,7.775,-0.3323199350153466,-0.4893944114858408
28.0,13.0,-0.10128291979289035,-0.38425834737480263
28.0,8.1125,-0.10128291979289035,-0.4826033260049842
4.0,81.8583,-1.9495790415725407,1.0012901011184212
13.0,19.5,-1.2564679959051719,-0.25346707144719544
34.0,26.55,0.36079111065202224,-0.11160884140263685
5.0,19.2583,-1.8725667031650552,-0.25833049473822667
52.0,30.5,1.74701320198676,-0.03212798910816789
36.0,27.75,0.5148157874669931,-0.08746275969292477
28.0,19.9667,-0.10128291979289035,-0.24407625783559325
30.0,27.75,0.05274175702208052,-0.08746275969292477
49.0,89.1042,1.5159761867643038,1.1470901790020904
28.0,8.05,-0.10128291979289035,-0.48386093442736505
29.0,7.8958,-0.024270581385404912,-0.486963705927063
65.0,26.55,2.748173601284071,-0.11160884140263685
28.0,51.8625,-0.10128291979289035,0.39772256966160263
50.0,10.5,1.5929885251717892,-0.4345626842700362
28.0,7.75,-0.10128291979289035,-0.4898974548547931
48.0,26.55,1.4389638483568183,-0.11160884140263685
34.0,8.05,0.36079111065202224,-0.48386093442736505
47.0,38.5,1.361951509949333,0.12884588895657945
48.0,13.0,1.4389638483568183,-0.38425834737480263
28.0,8.05,-0.10128291979289035,-0.48386093442736505
38.0,7.05,0.668840464281964,-0.5039826691854584
28.0,0.0,-0.10128291979289035,-0.6458408992300171
56.0,26.55,2.055062555616702,-0.11160884140263685
28.0,7.725,-0.10128291979289035,-0.4904004982237454
0.75,19.2583,-2.1998691413968685,-0.25833049473822667
28.0,7.25,-0.10128291979289035,-0.4999583222338398
38.0,8.6625,0.668840464281964,-0.4715363718880328
33.0,27.75,0.2837787722445368,-0.08746275969292477
23.0,13.7917,-0.4863446118303175,-0.3683279699668201
22.0,9.8375,-0.563356950237803,-0.4478933335472731
28.0,52.0,-0.10128291979289035,0.40048930819084055
34.0,21.0,0.36079111065202224,-0.22328446931005533
29.0,7.0458,-0.024270581385404912,-0.5040671804714425
22.0,7.5208,-0.563356950237803,-0.494509356461348
2.0,12.2875,-2.1036037183875114,-0.39859508338994415
9.0,46.9,-1.5645173495351135,0.2978684609245641
28.0,0.0,-0.10128291979289035,-0.6458408992300171
50.0,8.05,1.5929885251717892,-0.48386093442736505
63.0,9.5875,2.5941489244691,-0.45292376723679645
25.0,91.0792,-0.3323199350153466,1.1868306051493247
28.0,25.4667,-0.10128291979289035,-0.13340671666607948
35.0,90.0,0.4378034490595077,1.1651152289983904
58.0,29.7,2.209087232431673,-0.04822537691464263
30.0,8.05,0.05274175702208052,-0.48386093442736505
9.0,15.9,-1.5645173495351135,-0.32590531657633176
28.0,19.9667,-0.10128291979289035,-0.24407625783559325
21.0,7.25,-0.6403692886452884,-0.4999583222338398
55.0,30.5,1.9780502172092163,-0.03212798910816789
71.0,49.5042,3.2102476317289836,0.3502694825815909
21.0,8.05,-0.6403692886452884,-0.48386093442736505
28.0,14.4583,-0.10128291979289035,-0.354914821577075
54.0,78.2667,1.9010378788017308,0.9290208785612528
28.0,15.1,-0.10128291979289035,-0.34200270438280644
25.0,151.55,-0.3323199350153466,2.40360800335904
24.0,7.7958,-0.40933227342283207,-0.4889758794028724
17.0,8.6625,-0.9484186422752301,-0.4715363718880328
21.0,7.75,-0.6403692886452884,-0.4898974548547931
28.0,7.6292,-0.10128291979289035,-0.49232816041357075
37.0,9.5875,0.5918281258744785,-0.45292376723679645
16.0,86.5,-1.0254309806827155,1.0946891573450634
18.0,108.9,-0.8714063038677446,1.5454160159263557
33.0,26.0,0.2837787722445368,-0.12267579551958825
28.0,26.55,-0.10128291979289035,-0.11160884140263685
